DATE,DTWEXM
2018-01-30,85.0494
2018-01-31,84.8550
2018-02-01,84.6717
2018-02-02,85.1997
2018-02-05,85.4873
2018-02-06,85.6391
2018-02-07,86.0656
2018-02-08,86.2199
2018-02-09,86.2365
2018-02-12,86.1544
2018-02-13,85.6500
2018-02-14,85.3733
2018-02-15,84.8615
2018-02-16,84.9754
2018-02-19,.
2018-02-20,85.6314
2018-02-21,85.9436
2018-02-22,85.8710
2018-02-23,85.8219
2018-02-26,85.9499
2018-02-27,86.3273
2018-02-28,86.4919
2018-03-01,86.6211
2018-03-02,86.2256
2018-03-05,86.3656
2018-03-06,85.9253
2018-03-07,86.1817
2018-03-08,86.3974
2018-03-09,86.187
2018-03-12,86.1847
2018-03-13,86.0611
2018-03-14,86.1744
2018-03-15,86.5029
2018-03-16,86.7572
2018-03-19,86.5089
2018-03-20,86.7713
2018-03-21,86.502
2018-03-22,86.1841
2018-03-23,85.8266
2018-03-26,85.5564
2018-03-27,85.7394
2018-03-28,86.1384
2018-03-29,86.3748
2018-03-30,86.2665
2018-04-02,86.4032
2018-04-03,86.3098
2018-04-04,86.2295
2018-04-05,86.54
2018-04-06,86.2667
2018-04-09,85.976
2018-04-10,85.7493
2018-04-11,85.4936
2018-04-12,85.7508
2018-04-13,85.8087
2018-04-16,85.532
2018-04-17,85.5765
2018-04-18,85.6951
2018-04-19,85.8885
2018-04-20,86.3755
2018-04-23,86.9622
2018-04-24,86.9504
2018-04-25,87.26
2018-04-26,87.4816
2018-04-27,87.542
2018-04-30,87.6276
2018-05-01,88.1188
2018-05-02,88.2047
2018-05-03,88.1655
2018-05-04,88.2094
2018-05-07,88.2622
2018-05-08,88.7212
2018-05-09,88.5658
2018-05-10,88.3096
2018-05-11,88.0314
2018-05-14,87.9166
2018-05-15,88.6274
2018-05-16,88.7875
2018-05-17,88.7983
2018-05-18,89.0051
2018-05-21,88.9733
2018-05-22,88.7433
2018-05-23,89.2158
2018-05-24,89.0095
2018-05-25,89.3643
2018-05-28,.
2018-05-29,89.8201
2018-05-30,89.0934
2018-05-31,89.2677
2018-06-01,89.2653
2018-06-04,89.1813
2018-06-05,89.3939
2018-06-06,88.8521
2018-06-07,88.8819
2018-06-08,88.9338
2018-06-11,88.9424
2018-06-12,88.9954
2018-06-13,89.0226
2018-06-14,89.793
2018-06-15,90.1206
2018-06-18,90.2859
2018-06-19,90.4529
2018-06-20,90.4464
2018-06-21,90.4353
2018-06-22,90.297
2018-06-25,90.0305
2018-06-26,90.1171
2018-06-27,90.5605
2018-06-28,90.5467
2018-06-29,89.9734
2018-07-02,90.4184
2018-07-03,90.0426
2018-07-04,.
2018-07-05,89.8189
2018-07-06,89.5756
2018-07-09,89.6613
2018-07-10,89.7541
2018-07-11,89.8616
2018-07-12,90.162
2018-07-13,90.2872
2018-07-16,90.0232
2018-07-17,90.4107
2018-07-18,90.5535
2018-07-19,90.9072
2018-07-20,90.0729
2018-07-23,90.0392
2018-07-24,90.0878
2018-07-25,89.9515
2018-07-26,90.0238
2018-07-27,89.9284
2018-07-30,89.6217
2018-07-31,89.7843
2018-08-01,89.8964
2018-08-02,90.106
2018-08-03,90.0491
2018-08-06,90.2984
2018-08-07,90.1775
2018-08-08,90.2848
2018-08-09,90.3483
2018-08-10,91.1345
2018-08-13,91.1721
2018-08-14,91.3092
2018-08-15,91.4788
2018-08-16,91.2794
2018-08-17,91.025
2018-08-20,90.8981
2018-08-21,90.4279
2018-08-22,90.125
2018-08-23,90.457
2018-08-24,90.1696
2018-08-27,89.8533
2018-08-28,89.6156
2018-08-29,89.749
2018-08-30,89.9322
2018-08-31,90.2569
2018-09-03,.
2018-09-04,90.7166
2018-09-05,90.4994
2018-09-06,90.4163
2018-09-07,90.5598
2018-09-10,90.3999
2018-09-11,90.451
2018-09-12,90.0359
2018-09-13,89.8946
2018-09-14,90.0256
2018-09-17,89.8156
2018-09-18,89.7408
2018-09-19,89.6809
2018-09-20,89.4289
2018-09-21,89.5186
2018-09-24,89.4406
2018-09-25,89.4965
2018-09-26,89.5782
2018-09-27,90.1452
2018-09-28,90.1109
2018-10-01,90.1677
2018-10-02,90.2279
2018-10-03,90.4667
2018-10-04,90.6463
2018-10-05,90.6888
2018-10-08,.
2018-10-09,90.6916
2018-10-10,90.4526
2018-10-11,90.4188
2018-10-12,90.3927
2018-10-15,90.1081
2018-10-16,90.0732
2018-10-17,90.4094
2018-10-18,90.7481
2018-10-19,90.831
2018-10-22,91.0695
2018-10-23,90.9384
2018-10-24,91.1552
2018-10-25,91.3893
2018-10-26,91.2889
2018-10-29,91.4699
2018-10-30,91.6495
2018-10-31,91.7391
2018-11-01,91.3253
2018-11-02,91.4119
2018-11-05,91.3334
2018-11-06,91.3143
2018-11-07,91.0213
2018-11-08,91.2655
2018-11-09,91.8931
2018-11-12,.
2018-11-13,92.0123
2018-11-14,91.9276
2018-11-15,91.9047
2018-11-16,91.437
2018-11-19,91.2574
2018-11-20,91.6112
2018-11-21,91.7197
2018-11-22,.
2018-11-23,91.8146
2018-11-26,91.914
2018-11-27,92.3354
2018-11-28,92.3269
2018-11-29,91.795
2018-11-30,92.0344
2018-12-03,91.7365
2018-12-04,91.7339
2018-12-05,.
2018-12-06,91.9781
2018-12-07,91.7441
2018-12-10,92.1381
2018-12-11,92.4447
2018-12-12,92.045
2018-12-13,92.1438
2018-12-14,92.4416
2018-12-17,92.2268
2018-12-18,92.2204
2018-12-19,91.9023
2018-12-20,91.9457
2018-12-21,92.1151
2018-12-24,92.1151
2018-12-25,.
2018-12-26,92.029
2018-12-27,92.2298
2018-12-28,91.9394
2018-12-31,91.7941
2019-01-01,.
2019-01-02,92.1131
2019-01-03,91.6091
2019-01-04,91.3243
2019-01-07,90.9381
2019-01-08,91.0535
2019-01-09,90.535
2019-01-10,90.5982
2019-01-11,90.7375
2019-01-14,90.7375
2019-01-15,91.173
2019-01-16,91.0332
2019-01-17,91.211
2019-01-18,91.3493
2019-01-21,.
2019-01-22,91.4256
2019-01-23,91.3098
2019-01-24,91.5839
2019-01-25,91.0087
